epoch	method	glm	Hem	roi	weight	noise	weight_sum	BF	component	participant_id	cluster
plan	ols	12	L	S1	0.015335378029896691	1.8758549210321056	0.1557947767914219	0.6362962172861446	uncertainty	110	M1-S1
plan	ols	12	L	S1	0.015529905194672977	0.8239939742872776	0.06726910541669356	7.925710550720396	uncertainty	111	M1-S1
plan	ols	12	L	S1	0.040136311733021825	1.4903244073824415	0.06715628880672235	17.514793445575723	uncertainty	112	M1-S1
plan	ols	12	L	S1	0.0	1.6261621246261393	0.08916304990906894	-1.000000000010914	uncertainty	113	M1-S1
plan	ols	12	L	S1	0.02127509700862469	1.2230359599145093	0.13303992454223318	6.570797118758492	uncertainty	114	M1-S1
plan	ols	12	L	S1	3.341375989751135e-35	0.7928090570325234	0.022036311963545944	-1.0000000000072757	uncertainty	115	M1-S1
plan	ols	12	L	SPLa	1.668357726758273e-21	1.3552343069984392	0.014748434351025698	-0.9999999999994318	expectation	102	premotor-parietal
plan	ols	12	L	SPLa	0.012410754055250394	1.274837090366427	0.046406281558062104	0.9964351822457043	expectation	103	premotor-parietal
plan	ols	12	L	SPLa	3.3572838617710637e-13	1.023930462673563	0.041589376318397694	-1.000000000010914	expectation	104	premotor-parietal
plan	ols	12	L	SPLa	5.812571084947621e-19	0.7182901406791657	0.012561885832566256	-1.0000000000289382	expectation	105	premotor-parietal
plan	ols	12	L	SPLa	0.024715122742375275	1.0757596905007405	0.02894570276332838	8.87883276416924	expectation	106	premotor-parietal
plan	ols	12	L	SPLa	1.3394399459549377e-12	1.3498630545131955	0.03719606025184124	-1.0	expectation	107	premotor-parietal
plan	ols	12	L	SPLa	0.0003821163800248949	1.0329087584363756	0.010266960590199357	-0.9979835110991273	expectation	108	premotor-parietal
plan	ols	12	L	SPLa	0.020435812556823314	1.326162850446459	0.06650623995681745	1.1279350424569015	expectation	109	premotor-parietal
plan	ols	12	L	SPLa	0.02072987578588723	1.7807345116399047	0.024706609378266665	2.165534140757358	expectation	110	premotor-parietal
plan	ols	12	L	SPLa	0.004021382014641468	0.886730949461785	0.012558020747330142	-0.46939141703151044	expectation	111	premotor-parietal
plan	ols	12	L	SPLa	0.010575005321378507	1.3647573264425819	0.06050061443661251	0.310110124882539	expectation	112	premotor-parietal
plan	ols	12	L	SPLa	0.07835516393937132	1.5927150936184284	0.07835516397622498	15.010036930660135	expectation	113	premotor-parietal
plan	ols	12	L	SPLa	0.039556040547015225	1.229492954220021	0.14949121559434875	22.512288226709643	expectation	114	premotor-parietal
plan	ols	12	L	SPLa	0.012589536555885262	0.8390760135296361	0.016741117299009126	4.886020654391201	expectation	115	premotor-parietal
plan	ols	12	L	SPLa	0.014748434351025698	1.3552343069984392	0.014748434351025698	0.2768618797296051	uncertainty	102	premotor-parietal
plan	ols	12	L	SPLa	0.03399552750281171	1.274837090366427	0.046406281558062104	12.454553043019468	uncertainty	103	premotor-parietal
plan	ols	12	L	SPLa	0.04158937631806196	1.023930462673563	0.041589376318397694	34.01056374574616	uncertainty	104	premotor-parietal
plan	ols	12	L	SPLa	0.012561885832566256	0.7182901406791657	0.012561885832566256	5.280158056221187	uncertainty	105	premotor-parietal
plan	ols	12	L	SPLa	0.004230580020953105	1.0757596905007405	0.02894570276332838	-0.6724459829398659	uncertainty	106	premotor-parietal
plan	ols	12	L	SPLa	0.037196060250501796	1.3498630545131955	0.03719606025184124	16.8471936628795	uncertainty	107	premotor-parietal
plan	ols	12	L	SPLa	0.009884844210174461	1.0329087584363756	0.010266960590199357	0.8000693459275374	uncertainty	108	premotor-parietal
plan	ols	12	L	SPLa	0.04607042739999413	1.326162850446459	0.06650623995681745	8.862410325638441	uncertainty	109	premotor-parietal
plan	ols	12	L	SPLa	0.0039767335923794386	1.7807345116399047	0.024706609378266665	-0.8785288739406877	uncertainty	110	premotor-parietal
plan	ols	12	L	SPLa	0.008536638732688675	0.886730949461785	0.012558020747330142	1.3305255298705259	uncertainty	111	premotor-parietal
plan	ols	12	L	SPLa	0.049925609115234006	1.3647573264425819	0.06050061443661251	23.544961695246574	uncertainty	112	premotor-parietal
plan	ols	12	L	SPLa	3.6853653505058603e-11	1.5927150936184284	0.07835516397622498	-1.000000000003638	uncertainty	113	premotor-parietal
plan	ols	12	L	SPLa	0.10993517504733354	1.229492954220021	0.14949121559434875	138.07603263835915	uncertainty	114	premotor-parietal
plan	ols	12	L	SPLa	0.004151580743123864	0.8390760135296361	0.016741117299009126	-0.31142250828758045	uncertainty	115	premotor-parietal
plan	ols	12	L	SPLp	0.003924027269016873	1.3299660395551554	0.004084104136647653	-0.8455242167024801	expectation	102	premotor-parietal
plan	ols	12	L	SPLp	0.01594417237776182	1.311019447324056	0.05170355840588745	2.534512401736591	expectation	103	premotor-parietal
plan	ols	12	L	SPLp	5.159180155189472e-13	1.0252843160089307	0.04895365505647201	-1.000000000007276	expectation	104	premotor-parietal
plan	ols	12	L	SPLp	4.8962800651391836e-20	0.7377804927206573	0.011191706579013984	-0.9999999999639102	expectation	105	premotor-parietal
plan	ols	12	L	SPLp	0.02562256629849885	1.0890306854561886	0.043242154137433896	12.683588367024319	expectation	106	premotor-parietal
plan	ols	12	L	SPLp	6.34601228577358e-15	1.4376086459710327	0.053045380290482294	-0.999999999970896	expectation	107	premotor-parietal
plan	ols	12	L	SPLp	0.0002891485366589904	1.0521832524219743	0.009869092023305201	-0.9987606148002548	expectation	108	premotor-parietal
