102	103	104	105	106	107	108	109	110	111	112	113	114	115	time	GoNogo	kind	Hem	roi
0.12560226583078693	-0.23100744923466443	-0.3874564316998271	-2.161757732808065	-1.7221667793199888	-0.6906746014405846	-0.10771407832044484	-0.09294413678126037	-0.10478366538232461	-0.41146196918976513	-0.9269079209333907	0.06306973043305754	-0.975508040189474	-0.2618452225783639	-1.0	go	hat	L	SMA
0.0363994987112937	-0.24764825821100678	-0.3836342656131593	-1.2837139541977691	-1.6231077758575891	-0.9504562340800158	-0.3837962477988464	-0.43773869659311293	-0.1541975766844458	-0.19137999733553945	-0.7901941884551413	0.09155349502116499	-0.5564746726259175	0.2119045332826064	0.0	go	hat	L	SMA
-0.13834568124911806	-0.0978030417447229	-0.13598577016875865	0.21283009986877005	-0.5938125820487037	-0.6286832623035918	-0.6530061230009865	-0.7068928457005949	-0.14057340416005748	0.28213303166309867	-0.05272388396812809	0.37123173193051723	0.5595359403567528	0.708279793083142	1.0	go	hat	L	SMA
-0.33819452582090814	0.2168506031738883	0.3021132152500167	2.5132907896067396	1.0606258037001022	0.3313578484404292	-0.41989969480528655	-0.28624201902143864	0.008643464316346194	0.6333959723096769	0.9602861810488588	0.8284484800467049	1.5437917247017656	1.21103749122376	2.0	go	hat	L	SMA
-0.3728953715493904	0.585211851253788	0.7725277970001965	4.087517884461008	2.6901292746812264	1.3168489215731045	0.38106932983746106	0.8670919346287571	0.2549301045121868	0.6388652898734792	1.8359627628023951	1.2992780950159875	1.8243092534766296	1.1578208572908222	3.0	go	hat	L	SMA
-0.12722282609471736	0.7939474526635355	1.0104228144050487	3.913395708931552	3.416128196888306	1.6557042669356627	1.14037434886169	1.8870628565911896	0.4360941625193096	0.3990081982683313	2.1239281519344186	1.5287209827802686	1.4677032571220894	0.7369428023795336	4.0	go	hat	L	SMA
0.27532635389572435	0.76036331301267	0.9270949112821111	2.5383810589720146	3.007826339586622	1.2473914385830749	1.4279553955703699	2.1902588718322087	0.46427560498850495	0.10120832772390889	1.7576621968187265	1.4339095546927776	0.8163422198654089	0.28110250616825	5.0	go	hat	L	SMA
0.6158221187399195	0.5482863897891139	0.6239767571042387	0.8643056428399354	1.8714559736279082	0.44403803920504054	1.255168759597499	1.837044259791024	0.36584747435228326	-0.14005421566504514	1.0063584394094067	1.1140109515562042	0.15483058994261403	-0.06640842627241582	6.0	go	hat	L	SMA
0.7623115953028986	0.2659346293040621	0.24755073144036918	-0.5956752686385006	0.5281566310391324	-0.3611775210692308	0.8457488021578757	1.1812092542970933	0.21223229428184745	-0.29942651652975294	0.18085883626798263	0.7149740415129368	-0.3939857330098465	-0.3195792321265408	7.0	go	hat	L	SMA
0.7126587388393446	-0.0034175095423141415	-0.10084199156235697	-1.6381895735534244	-0.6726215044055346	-0.9632218254296319	0.40363550489931843	0.5287342646155976	0.0613883331488523	-0.39176154958752396	-0.5223334393137412	0.3441668715645944	-0.8130758226787058	-0.38499895445992205	8.0	go	hat	L	SMA
0.5363362094876353	-0.17472437191117685	-0.30512772807133065	-1.5859857920155562	-1.3083439613668384	-1.3063491440217678	0.0040040209290914406	-0.026222219176440804	-0.05437697887913227	-0.32978395215009654	-0.8350194628510534	0.14042030215272255	-0.8587536156705798	0.03476837068010953	9.0	go	hat	L	SMA
0.2990765130563632	-0.1818279151326166	-0.24245328365746632	-0.5494381889843459	-0.9482602747759424	-1.2358145411778352	-0.36293453077746407	-0.5133994288426024	-0.11211071255634163	-0.011691137202821835	-0.49494709805710424	0.22345572793399324	-0.1932296473534474	0.45705792224599284	10.0	go	hat	L	SMA
0.05317026520602894	-0.057589915328458745	0.00961015514169266	0.7032659926311455	0.037922645213920914	-0.56185794628573	-0.559919537057704	-0.7070395059084426	-0.09036396130288615	0.33687482646964095	0.22300284268797987	0.4860616677766027	0.7354368243262038	0.7712153036780176	11.0	go	hat	L	SMA
-0.13455369512913953	0.14000711718773284	0.3106482466024252	1.645205681223882	1.0002413461265243	0.4706553501152998	-0.43316204971227407	-0.32243266894587036	0.013552112293070791	0.4615054193734145	0.8937969676589969	0.802491033758213	1.2537431018365117	0.8133965805490493	12.0	go	hat	L	SMA
-0.2250737067506754	0.3026332372065213	0.5100267205778919	1.710817356927945	1.4542941111491121	1.2769901473797962	-0.11780636866707425	0.3700087126297799	0.130987704002996	0.3617196709881197	1.2069747598685836	1.0252021383744767	1.1803712455291984	0.5464353556252234	13.0	go	hat	L	SMA
-0.23641293691100038	0.33947591000878136	0.5151195381817051	0.9871587411106548	1.2425894492552387	1.487048616768295	0.1313913345698309	0.8609311633726863	0.1836920517218347	0.15979009800208835	1.0655855231644122	1.0453731812933122	0.7380141169129516	0.19158946718645922	14.0	go	hat	L	SMA
-0.21289302247513578	0.24861050554193798	0.35090692466390877	-0.036712996034327074	0.5511536762124475	1.153328135363513	0.20132218473381297	0.9401987656454263	0.15403166827903114	-0.04099189161025433	0.6044864359614361	0.8787017090109657	0.19925328543231433	-0.10128559065292492	15.0	go	hat	L	SMA
-0.18931718828020813	0.0852762117249016	0.1049614607946273	-0.9892614564887032	-0.3141216063142867	0.5499350367283639	0.12853852169679902	0.7106304473658931	0.07265982140438763	-0.195475383941016	0.03541575282639392	0.6150491371278136	-0.28099361940318857	-0.3081864876768475	16.0	go	hat	L	SMA
-0.42232840499693397	0.1874818547724215	0.21813308017745925	-0.4044710182243263	0.047150420682629694	0.4003306605724266	0.8724193827087096	0.6738866092934981	0.1577958471984608	0.032329517086766936	0.5241937672012608	0.7294518409537832	-0.6173350692190046	-0.8433632855501676	-3.0	go	adj	L	SMA
-0.11042695124663693	-0.025412942640471874	-0.14949223233018538	-1.6464821118718018	-0.5658941828266681	-0.4338201099909482	0.6062535635499118	0.4520931011836941	0.06927108709330691	-0.2858529781429356	-0.22290694119103113	0.6023978183682378	-1.0167073211860067	-0.5842815584214791	-2.0	go	adj	L	SMA
-0.44617540046559756	-0.13068491698898735	-0.6293290187185261	-1.7096128923707234	-1.2904325916575614	-0.9264066934259572	0.03319503244646909	-0.3598913783604548	-0.13783412619881277	-0.3915820029033736	-1.1811571378653531	0.19278657184780845	-1.3938373674222682	0.07863424925679291	-1.0	go	adj	L	SMA
-0.33231028156003484	-0.2520577860670235	-0.27939292732033477	-3.0844623553455794	-1.4957214274687982	-1.0850955708180718	-2.169646799370921	-1.0273991034380512	-0.30552327033602755	-0.12666383981023868	-2.2373060438487844	0.056641954743861585	-1.1749415465801116	-0.9679113659794731	0.0	go	adj	L	SMA
-0.5003906131410056	-0.09334257383367359	0.13965907447649903	1.6224198995966104	-1.05984432904701	-0.7494472693014844	-1.175238612796631	-1.6714285665408086	-0.22797807397019607	0.48141839410155685	-0.44216936554625885	0.27260465036167075	0.3823065044244408	0.899008840849007	1.0	go	adj	L	SMA
0.41002270940045993	0.34915832893001275	0.5002236720050403	3.6049742457963605	1.3822177799110338	0.017639023809718678	-0.7608921878350143	-1.444425258054857	0.05941989920308623	1.7913231142136936	0.6313232392386849	0.775077559061759	1.446698877277335	1.248806367632284	2.0	go	adj	L	SMA
1.333122695838338	0.7955242291557917	0.8022229211949756	4.210077982291009	4.312191433336154	1.9875226295096873	0.4947917272707893	1.935761059401228	0.5885418974785771	1.321073788253775	2.2288937643915414	1.8507379626211946	2.3856348655025377	1.6719808459520362	3.0	go	adj	L	SMA
0.6034987449746952	0.903343049651821	1.2763497297942057	3.202743808454454	4.293081571626572	2.6428292225742034	1.4670007807470267	3.294012999432738	0.6613415538197478	0.05823472067315183	2.4760273208006205	2.0337398240843108	2.1177201973884237	0.9108406975595689	4.0	go	adj	L	SMA
0.4157590224430928	0.7937539823018397	0.4866172461100207	1.7611032428168647	2.4266774293115088	1.0197857326636814	1.2619329013666902	1.569699841871253	0.2561727867078123	-0.1372597678729335	1.5113781069995957	1.4593129600600443	0.7656920208855197	-0.5509917680185887	5.0	go	adj	L	SMA
1.1121564392149188	0.52132739959113	0.5817892730569637	1.3986739646116824	1.0038797871034524	0.37857801232313953	0.9849928926625282	1.0136619704569731	0.24425732952235696	-0.09578644450439662	1.0298787097560607	0.6723844891773535	-0.41385585214526444	-1.1547799352911556	6.0	go	adj	L	SMA
0.46842839456179997	0.191094186437582	0.5971337168362506	0.4893164519160156	-0.28581857630974594	-0.34958531028838924	0.6566931372497472	0.3595264891143371	0.15784223232439715	-0.09753180279836224	-0.4273923281526986	0.14774931905899522	-0.9781680179120046	-0.9205354398445049	7.0	go	adj	L	SMA
0.15037522863027095	-0.3216483930774431	-0.09110354007338445	-0.5739154052768277	-0.6315257821490902	-0.9908720765620429	0.012314103271992867	-0.5003691193552876	-0.034706457607400085	-0.3111939795357739	-1.2113459108025917	0.033675897629183146	-1.2859566377561495	-0.21857998575868817	8.0	go	adj	L	SMA
0.4668468193972874	-0.5423300831323534	-0.42349366718278464	-2.0605768500521173	-1.3413576490899841	-1.1669424724116975	-1.0262549980866558	-0.7818051273672799	-0.161756658366255	-0.6692583238229963	-1.921667251507646	-0.5169837612396226	-1.3768754061854105	0.35159951523793065	9.0	go	adj	L	SMA
