con	psc	condition	sn	roi	Hem	epoch
0.06780472437322217	0.016975386137289956	0-100%	102	SMA	R	plan
7.534361054178659	0.7658405432759885	plan	102	SMA	R	plan
-4.611810336031627	-0.27247430686899243	exec	102	SMA	R	plan
0.9331590286196884	0.10353149250796007	100-0%	102	PMd	R	plan
-3.506617019809883	-0.35970939028946175	75-25%	102	PMd	R	plan
-0.10762679062556321	-0.023412136644878023	50-50%	102	PMd	R	plan
1.4582631047012509	0.17128242359712292	25-75%	102	PMd	R	plan
1.7303633358165675	0.17989658234818803	0-100%	102	PMd	R	plan
2.251558297572915	0.28575261728548573	plan	102	PMd	R	plan
1.848623173582222	0.057497796824420765	exec	102	PMd	R	plan
3.084189428751212	0.3290475334598203	100-0%	102	PMv	R	plan
-0.599680954360392	-0.08815642557756016	75-25%	102	PMv	R	plan
-1.3727990387089224	-0.157080710664241	50-50%	102	PMv	R	plan
4.477681472578431	0.5079004806191237	25-75%	102	PMv	R	plan
1.2672317485766582	0.11055966156400797	0-100%	102	PMv	R	plan
6.6634788074163325	0.8049996156129643	plan	102	PMv	R	plan
-7.447018343198347	-0.44480433401679903	exec	102	PMv	R	plan
3.2839410554345063	0.3284436738101493	100-0%	102	M1	R	plan
-7.863918234535107	-0.7533733046894734	75-25%	102	M1	R	plan
-5.379077647026719	-0.5018804576406937	50-50%	102	M1	R	plan
-0.9443101548203607	-0.08796264713107631	25-75%	102	M1	R	plan
-2.9447961213021743	-0.29059611225341697	0-100%	102	M1	R	plan
1.4364782214528178	0.19800031660295023	plan	102	M1	R	plan
-7.135122930567439	-0.40480606426007865	exec	102	M1	R	plan
4.5018495299262815	0.43159678150786046	100-0%	102	S1	R	plan
-5.210507808379801	-0.4782832093820426	75-25%	102	S1	R	plan
-3.355178816527202	-0.30167183102127965	50-50%	102	S1	R	plan
-1.3208689175371187	-0.14009872488610814	25-75%	102	S1	R	plan
-3.990280588584571	-0.35439434058488445	0-100%	102	S1	R	plan
-0.015148107363060761	-0.02033518235391826	plan	102	S1	R	plan
-4.372588983627568	-0.2039999591840772	exec	102	S1	R	plan
3.1636399264592807	0.26131379149790684	100-0%	102	SPLa	R	plan
-4.390423582034259	-0.38180542216774377	75-25%	102	SPLa	R	plan
-0.68287248868624	-0.057300230172912824	50-50%	102	SPLa	R	plan
0.055122925818890015	-0.031925793743578706	25-75%	102	SPLa	R	plan
-0.8551027606440103	-0.08582940401796126	0-100%	102	SPLa	R	plan
6.498083548662525	0.5800541306914914	plan	102	SPLa	R	plan
-12.441539396972566	-0.5703682193775443	exec	102	SPLa	R	plan
7.611495721079756	0.6834888245784086	100-0%	102	SPLp	R	plan
-3.0562346960112623	-0.29118064999478593	75-25%	102	SPLp	R	plan
